Pollutant:,CH4,Unit: grams of CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
other metals 242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metal products except machinery and vehicles 25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
computers and electronics 26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
appliances and electrical equipment 27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other machinery 28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
road vehicles 29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonroad vehicles 30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
other manufacturing 31T33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
energy pipelines and gas processing 352T353,0,0,0,0,0,1.66052E+11,1.61902E+11,1.62488E+11,1.63788E+11,1.64444E+11,1.65538E+11,1.65841E+11,1.65832E+11,1.65993E+11,1.66241E+11,1.66485E+11,1.66647E+11,1.6675E+11,1.66958E+11,1.67112E+11,1.67111E+11,1.67233E+11,1.67411E+11,1.67703E+11,1.67993E+11,1.68321E+11,1.68587E+11,1.69059E+11,1.69671E+11,1.70183E+11,1.7055E+11,1.71071E+11,1.71622E+11,1.722E+11,1.72748E+11,1.73297E+11
water and waste 36T39,0,0,0,0,0,69436698810,88655569600,89132067600,89404996000,89760770200,90127512200,90514309240,90888699720,91278342080,91688211640,92131775280,92493337200,92861148880,93251136200,93674437880,94105224440,94524664640,94956036520,95391788920,95842630520,96270399000,96458695280,96665424280,96872497640,97080037360,97298879560,97536121840,97790736560,98046593080,98332609200,98628023160
construction 41T43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
